start,end,text,speaker,sentiment_score,sentiment_confidence,hook_score,hook_confidence
2660.06,2661.14, And he goes to Baljuna.,SPEAKER_00,5,0.3139,,
2661.14,2665.42," And at this time, then Jamukha is going to fight",SPEAKER_00,5,0.3106,,
2665.42,2670.06, on behalf of his Lord banghan.,SPEAKER_00,5,0.3985,,
2671.2200000000003,2673.54," The two of them do not meet in combat,",SPEAKER_00,2,0.463,,
2674.4,2677.46, but now their forces are fighting each other.,SPEAKER_00,3,0.4137,,
2677.46,2678.98, And they didn't see that.,SPEAKER_01,2,0.3872,,
2680.08,2681.82," I mean, there's an obvious tension there.",SPEAKER_01,3,0.4814,,
2681.82,2686.82," There's an obvious if slight breaking of loyalty, right?",SPEAKER_01,3,0.3646,,
2686.86,2687.7000000000003, Yes.,SPEAKER_00,5,0.2993,,
2687.7000000000003,2689.46, It's hard to know what's going through their mind,SPEAKER_00,3,0.4914,,
2689.46,2690.3, at that point.,SPEAKER_00,3,0.2873,,
2690.3,2691.98, We only have it later on,SPEAKER_00,3,0.383,,
2693.46,2696.98, when the relationship is being resolved,SPEAKER_00,3,0.3299,,
2696.98,2699.9, in unfortunate ways that they claim,SPEAKER_00,5,0.2232,,
2699.9,2702.98, that neither one of them ever truly broke it,SPEAKER_00,1,0.6411,,
2702.98,2705.98, because they never harmed each other directly.,SPEAKER_00,5,0.4334,,
2705.98,2710.98," And in fact, then Temujin eventually defeats banghan.",SPEAKER_00,4,0.2706,,
2711.18,2713.1, So he takes over central Mongolia.,SPEAKER_00,3,0.4493,,
2713.1,2715.22, He's starting to really rise up now.,SPEAKER_00,3,0.3397,,
2715.22,2719.4, And he has the title from his own people of Chinggis Khan.,SPEAKER_00,5,0.3863,,
2719.4,2724.02, They give him that at Black Heart Mountain by the Blue Lake.,SPEAKER_00,5,0.3201,,
2724.02,2726.34," It's a very beautiful, special place,",SPEAKER_00,5,0.7301,,
2726.34,2728.58, but he takes that title.,SPEAKER_00,3,0.401,,
2728.58,2731.02, That's not a title that anyone had ever held,SPEAKER_00,1,0.4989,,
2731.02,2731.84, that we know of.,SPEAKER_00,5,0.4871,,
2731.84,2736.84," Chinggis Khan, it was a new title that he just thought up",SPEAKER_00,5,0.3388,,
2738.02,2740.46, or somebody thought up or somebody thought it,SPEAKER_00,3,0.284,,
2740.46,2742.82, had auspicious meaning behind it.,SPEAKER_00,3,0.3514,,
2742.82,2746.34," It's very close to the word Tinggis, which means the sea.",SPEAKER_00,3,0.3388,,
2746.34,2749.26, It could have had something to do with that.,SPEAKER_00,3,0.4846,,
2749.26,2752.06," Mongolians really like, we might say puns of,",SPEAKER_00,4,0.364,,
2752.06,2754.82, they like words with multiple meanings.,SPEAKER_00,4,0.3417,,
2754.82,2756.1, And that's very important to them.,SPEAKER_00,5,0.5681,,
2756.1,2757.98," The more meanings a word has,",SPEAKER_00,3,0.2882,,
2757.98,2760.14, the more power that word has.,SPEAKER_00,5,0.4715,,
2760.14,2762.66, So if it has different meaning in different languages.,SPEAKER_00,3,0.5401,,
2762.66,2767.2200000000003," So in Mongolian, it sounds like strong, chin, Chinggis.",SPEAKER_00,3,0.4111,,
2767.2200000000003,2769.74," But in the Turkic, and there are many Turkic people,",SPEAKER_00,3,0.3816,,
2769.74,2773.38, including the market themselves are mostly Turkic people.,SPEAKER_00,2,0.3058,,
2773.38,2777.3," It sounds like the sea, Tinggis, Tinggis.",SPEAKER_00,2,0.2499,,
2777.3,2781.26, So it's exciting to them when there's this double meaning,SPEAKER_01,3,0.5557,,
2781.26,2784.2200000000003, and the double meaning plays with each other,SPEAKER_01,5,0.5398,,
2784.2200000000003,2785.1400000000003, and that excites them.,SPEAKER_01,5,0.4382,,
2785.1400000000003,2786.94, Especially with names.,SPEAKER_00,5,0.3143,,
2786.94,2790.34," I'm like today in Mongolia, well, I've been there so long.",SPEAKER_00,5,0.4748,,
2790.34,2793.1400000000003," I think the fad has passed now, but about 20 years ago,",SPEAKER_00,3,0.3675,,
2793.1400000000003,2796.5000000000005, it was popular to name children Michelle girls,SPEAKER_00,4,0.3182,,
2796.5,2799.98," because it's a French name, an American name,",SPEAKER_00,1,0.3886,,
2799.98,2802.94, and it means smile in Mongolia.,SPEAKER_00,5,0.3757,,
2802.94,2805.58, So it's the power of three great languages,SPEAKER_00,3,0.3339,,
2805.58,2806.9, and three great civilizations.,SPEAKER_00,5,0.6419,,
2806.9,2809.3, And so many names are like that.,SPEAKER_00,1,0.2913,,
2809.3,2811.46," And so I think Chinggis, it doesn't have one meaning.",SPEAKER_00,2,0.4035,,
2811.46,2812.78, I think it means powerful.,SPEAKER_00,4,0.3615,,
2812.78,2813.86, It means the sea.,SPEAKER_00,3,0.2831,,
2813.86,2815.7, I think it means many different things.,SPEAKER_00,3,0.346,,
2815.7,2819.1, But so he had become a Khan and he was ruling over him.,SPEAKER_00,3,0.4211,,
2819.1,2822.3, And so Jamukha now switched loyalties,SPEAKER_00,1,0.2736,,
2822.3,2825.3, to the next kingdom over called the Naiman people,SPEAKER_00,1,0.2365,,
2825.3,2826.9, who are farther west.,SPEAKER_00,5,0.2957,,
2826.9,2831.9," And he becomes the protege, I could say,",SPEAKER_00,5,0.4303,,
2832.9,2834.94, of the Naiman people.,SPEAKER_00,5,0.3145,,
2834.94,2839.94," But when Chinggis Khan attacks the Naiman,",SPEAKER_00,3,0.3813,,
2840.7000000000003,2843.02, Jamukha deserts the Naiman.,SPEAKER_00,1,0.3977,,
2843.02,2848.02," He tells them, these people have snouts of steel",SPEAKER_00,1,0.2609,,
2848.6200000000003,2850.7000000000003, and they eat humans alive.,SPEAKER_00,5,0.5219,,
2850.7000000000003,2853.2200000000003, And he was telling them all these horrible things,SPEAKER_00,1,0.8905,,
2853.2200000000003,2855.1400000000003," about the Mongols, you know.",SPEAKER_00,4,0.284,,
2855.98,2858.98," And Tayang Khan, the leader of the Naimans,",SPEAKER_00,4,0.3297,,
2858.98,2861.9, he was rightfully scared about him.,SPEAKER_00,5,0.3919,,
2861.9,2863.82, And he was left there.,SPEAKER_00,1,0.3538,,
2863.82,2867.82," And he, in fact, was very quickly also defeated.",SPEAKER_00,5,0.2449,,
2867.82,2872.38, So Jamukha has not fought against Temujin in this campaign.,SPEAKER_00,2,0.3758,,
2874.02,2876.14," And he's off with some of his people,",SPEAKER_00,3,0.3273,,
2876.14,2878.74, Jadugan clan people.,SPEAKER_00,4,0.2553,,
2878.74,2880.46, He's off with them.,SPEAKER_00,3,0.3173,,
2880.46,2885.46," And they see the turning of the tide, you know.",SPEAKER_00,4,0.3021,,
2887.74,2891.14, But he now wants to become the great Khan of the steppe.,SPEAKER_00,4,0.3841,,
2891.14,2893.9, He has very few followers.,SPEAKER_00,2,0.4513,,
2893.9,2896.2200000000003," But he takes the title Gur Khan,",SPEAKER_00,3,0.3794,,
2896.2200000000003,2899.54," which is a very old, ancient, important title.",SPEAKER_00,4,0.2814,,
2899.54,2904.54," But because Vang Khan is gone, Torgul Khan gone,",SPEAKER_00,3,0.3498,,
2905.06,2907.14, that he could take this title,SPEAKER_00,3,0.2608,,
2907.14,2910.42, and pretend to be the great Khan of the steppe.,SPEAKER_00,5,0.5921,,
2910.94,2914.66, But his own people turn against him.,SPEAKER_00,3,0.3511,,
2914.66,2916.34, And they capture him.,SPEAKER_00,5,0.4221,,
2916.34,2919.86, And they think they will take him to Chinggis Khan.,SPEAKER_00,5,0.325,,
2919.86,2921.26, It's not Chinggis Khan.,SPEAKER_00,1,0.313,,
2921.26,2923.7000000000003," They'll take him and they'll be rewarded,",SPEAKER_00,5,0.3971,,
2923.7000000000003,2925.38," perhaps, for turning him in.",SPEAKER_00,3,0.4448,,
2926.26,2929.14, And Chinggis Khan does reward them immediately.,SPEAKER_00,5,0.4407,,
2929.14,2931.06, He kills them all.,SPEAKER_00,1,0.4246,,
2931.06,2936.06," Because they have betrayed their leader,",SPEAKER_00,5,0.3848,,
2936.5,2938.98, who is his Anda.,SPEAKER_00,5,0.3541,,
2939.94,2943.7, It's a very strange encounter.,SPEAKER_00,3,0.3779,,
2943.7,2948.38," And so, supposedly, Chinggis Khan says to him,",SPEAKER_00,1,0.3002,,
2948.38,2951.94," come back to me, save me, be beside me,",SPEAKER_00,5,0.3631,,
2951.94,2956.74," protect me, be my shadow, be my safety guard in life.",SPEAKER_00,5,0.8147,,
2958.7,2961.82," And supposedly, Jamukha says,",SPEAKER_00,1,0.3914,,
2963.7,2965.62, but I did betray you.,SPEAKER_00,3,0.3084,,
2965.62,2967.66, My people fought against you.,SPEAKER_00,5,0.3923,,
2967.82,2969.9, And you will always know that.,SPEAKER_00,5,0.6532,,
2969.9,2972.38, And you will never completely trust me.,SPEAKER_00,1,0.3767,,
2972.38,2977.38, I will be like a louse underneath the collar of your tunic.,SPEAKER_00,2,0.4019,,
2977.94,2982.94, I will be like a thorn in the lapel of your dell.,SPEAKER_00,5,0.2801,,
2983.66,2988.3," He said, kill me without shedding my blood.",SPEAKER_00,1,0.3669,,
2988.3,2989.98, Let me die.,SPEAKER_00,1,0.4582,,
2989.98,2994.98," And if you do, take my remains up to a high place",SPEAKER_00,5,0.4219,,
2995.42,2999.46," and bury me, and I will be the guard.",SPEAKER_00,5,0.7062,,
2999.46,3003.18, I will be the protector for you and your people forever.,SPEAKER_00,5,0.8439,,
3004.06,3009.06," So, obviously, Jamukha did not participate in the killing,",SPEAKER_00,2,0.4124,,
3010.86,3013.26, but he ordered the killing.,SPEAKER_00,3,0.3173,,
3013.26,3018.26, And it's not specified how he was killed,SPEAKER_00,1,0.5265,,
3018.9,3020.38," without shedding the blood,",SPEAKER_00,4,0.2509,,
3020.38,3021.9, but the Mongols had several ways.,SPEAKER_00,3,0.4313,,
3021.9,3023.62, Because the most honorable way to die,SPEAKER_00,5,0.6482,,
3023.62,3025.3, was without shedding blood.,SPEAKER_00,1,0.3697,,
3025.3,3027.06," The blood contains part of the soul,",SPEAKER_00,3,0.2406,,
3027.06,3027.9," and if you lose it,",SPEAKER_00,5,0.2936,,
3027.9,3029.9, you're losing your soul before you die.,SPEAKER_00,5,0.4525,,
3029.9,3033.9," So, they usually wrapped them up in felt carpets",SPEAKER_00,3,0.5794,,
3033.9,3035.18, and then beat them to death,SPEAKER_00,1,0.352,,
3035.18,3038.1," or trampled into death with horses, something like that.",SPEAKER_00,1,0.3005,,
3038.1,3039.5," There are a couple other methods,",SPEAKER_00,3,0.4641,,
3039.5,3041.3, but I think that's probably the method,SPEAKER_00,3,0.5274,,
3041.3,3043.5, by which Jamukha was killed.,SPEAKER_00,1,0.2766,,
3043.5,3046.58," And so, he was killed, and then Tamujin had,",SPEAKER_00,2,0.2761,,
3046.58,3049.66, or Chinggis Khan had his remains taken up,SPEAKER_00,1,0.2861,,
3049.66,3051.98, and buried in a high place.,SPEAKER_00,5,0.7194,,
3052.02,3056.58," This is over near Tuva, which is today part of Russia.",SPEAKER_00,1,0.4167,,
3056.58,3060.54," But until the 20th century, it was a part of Mongolia,",SPEAKER_00,3,0.3149,,
3060.54,3064.42," the Tuvan people, very, very close culturally to the Mongols.",SPEAKER_00,4,0.3138,,
3064.42,3069.42," It seems that both of them, under the under-relationship,",SPEAKER_01,3,0.4375,,
3070.1,3072.58, had a deep value for loyalty.,SPEAKER_01,5,0.5758,,
3072.58,3074.26," And so, the way, you know,",SPEAKER_01,5,0.3913,,
3074.26,3077.42," it's not worth living after you've been disloyal,",SPEAKER_01,1,0.4306,,
3077.42,3081.06," which is the Jamukha perspective, right?",SPEAKER_01,2,0.2796,,
3081.1,3083.78," He had become very practical at this point,",SPEAKER_00,4,0.3406,,
3084.78,3089.02, and he understood that you needed complete total loyalty,SPEAKER_00,5,0.6451,,
3089.02,3091.86, and trust with everybody around you.,SPEAKER_00,5,0.7149,,
3093.3,3094.78," And I think for this reason,",SPEAKER_00,5,0.3471,,
3094.78,3099.78," he was willing either, say, to accept the plea of Jamukha.",SPEAKER_00,2,0.3167,,
3100.34,3104.26, And when Chinggis Khan was asking him to come back,SPEAKER_00,1,0.2484,,
3104.26,3109.26," and to be his shadow and to be his safety guard again,",SPEAKER_00,5,0.6477,,
3111.38,3113.58, maybe that was just a formality,SPEAKER_00,3,0.3742,,
3113.58,3115.18, that he knew would be rejected.,SPEAKER_00,1,0.3667,,
3116.22,3120.14, Or maybe when Jamukha offered to be killed,SPEAKER_00,3,0.293,,
3120.14,3121.34," without shedding the blood,",SPEAKER_00,4,0.2509,,
3121.34,3123.94, that was a formality that he thought,SPEAKER_00,3,0.4082,,
3123.94,3125.58, would not be followed through.,SPEAKER_00,2,0.422,,
3125.58,3128.9," Nevertheless, to me, just reading your work",SPEAKER_01,3,0.4069,,
3128.9,3130.54," and understanding this history,",SPEAKER_01,5,0.5461,,
3130.54,3132.18," this relationship seems like a really,",SPEAKER_01,5,0.5038,,
3132.18,3134.62, really important relationship,SPEAKER_01,5,0.7636,,
3134.62,3139.14, that defines the nature of loyalty for Chinggis.,SPEAKER_01,5,0.4322,,
3139.14,3143.38," I would say in both negative and positive ways,",SPEAKER_00,3,0.294,,
3143.38,3145.74, it was the most important relationship,SPEAKER_00,5,0.4592,,
3145.74,3148.46, of his adulthood aside from bursa.,SPEAKER_00,3,0.2888,,
3148.46,3150.98, But that relationship really did not seem,SPEAKER_00,2,0.4235,,
3150.98,3153.34, to have many negative aspects.,SPEAKER_00,2,0.3752,,
3153.34,3156.3," They sometimes disagreed on things, but small things.",SPEAKER_00,3,0.5731,,
3156.3,3160.02, So she was by him and she was positive in every regard,SPEAKER_00,4,0.3514,,
3160.02,3163.7," so far as we know forever, although she was not submissive,",SPEAKER_00,4,0.4996,,
3163.7,3166.5, but she was always on his side.,SPEAKER_00,3,0.4618,,
3166.5,3171.5," And Jamukha, it was just a little too hotheaded for me,",SPEAKER_00,3,0.5472,,
3171.54,3174.34," I mean, in my evaluation of him,",SPEAKER_00,3,0.3413,,
3174.34,3177.78," that these things like, oh, we're gonna drop down",SPEAKER_00,5,0.2674,,
3177.78,3180.42," on the market and we're gonna come through the smoke hole,",SPEAKER_00,5,0.4213,,
3180.42,3181.94, kill everybody and all.,SPEAKER_00,1,0.6123,,
3181.94,3185.34," And he had a flair for the dramatic,",SPEAKER_00,3,0.4221,,
3185.34,3188.9, even in a way giving the gold belt to Mujin.,SPEAKER_00,5,0.7152,,
3188.9,3193.14," But Jamukha also, he explained himself at the end of life.",SPEAKER_00,3,0.3843,,
3193.14,3198.1," And he said, you know, we both lost our father,",SPEAKER_00,5,0.2995,,
3198.1,3200.46, but I also lost my mother,SPEAKER_00,3,0.3608,,
3200.46,3203.26, and you had a strong mother to raise you.,SPEAKER_00,5,0.5586,,
3203.26,3205.02, I did not.,SPEAKER_00,1,0.4436,,
3205.02,3207.06," He said, you had bursa,",SPEAKER_00,1,0.3459,,
3207.06,3210.58, you have a very strong wife to help you.,SPEAKER_00,5,0.5784,,
3210.58,3214.38," And my wife, he just used a word like prattler,",SPEAKER_00,5,0.2335,,
3214.38,3218.02, like she just sort of complains and prattles along,SPEAKER_00,3,0.4516,,
3218.02,3220.78, and we did not have a relationship.,SPEAKER_00,2,0.3993,,
3220.78,3225.78," So I think something about that rings true,",SPEAKER_00,3,0.4523,,
3225.86,3229.94, that there were some elements of that that were true.,SPEAKER_00,3,0.4751,,
3229.94,3233.42, But Jamukha certainly didn't have the intelligence,SPEAKER_00,3,0.4222,,
3233.42,3237.1400000000003," and the real genius for dealing with people,",SPEAKER_00,5,0.7933,,
3237.1400000000003,3238.7000000000003," dealing with soldiers especially,",SPEAKER_00,4,0.4287,,
3238.7000000000003,3242.6600000000003, and warfare that Mujin had.,SPEAKER_00,5,0.4568,,
3242.6600000000003,3245.42," Yeah, in that relationship, there's a contrast",SPEAKER_01,3,0.3847,,
3245.42,3249.78, because Genghis Khan did not accumulate riches,SPEAKER_01,2,0.313,,
3249.78,3253.0600000000004, or accumulate power in a way,SPEAKER_01,5,0.3471,,
3253.0600000000004,3255.02, that was for the sake of the riches,SPEAKER_01,3,0.261,,
3255.02,3256.5800000000004, or for the sake of the power.,SPEAKER_01,3,0.2847,,
3256.5800000000004,3260.94, It was always very practical in what is the way,SPEAKER_01,5,0.4269,,
3260.94,3264.7000000000003, to maximize the success of this operation.,SPEAKER_01,5,0.5023,,
3264.7000000000003,3267.82," Yes, yes, he, I often wonder,",SPEAKER_01,3,0.2442,,
3267.82,3269.42, what happened to the gold belt?,SPEAKER_00,1,0.3952,,
3269.42,3271.98," It disappeared from the story, you know?",SPEAKER_00,1,0.4207,,
3271.98,3274.98," And a gold belt doesn't just disappear, you know?",SPEAKER_00,5,0.3876,,
3274.98,3275.94, What happened to that?,SPEAKER_00,1,0.4666,,
3275.94,3277.86, It's so interesting because,SPEAKER_00,5,0.5007,,
3278.74,3281.98, to Mujin was never interested in material goods.,SPEAKER_00,1,0.4533,,
3281.98,3284.46," And when as Genghis Khan is the ruler,",SPEAKER_00,5,0.2594,,
3284.46,3286.9, he in some ways you could say became the richest man,SPEAKER_00,5,0.5591,,
3286.9,3289.06, in the world because he controlled the most wealth,SPEAKER_00,5,0.6111,,
3289.06,3292.2200000000003," flowing through him, but he always dressed simply.",SPEAKER_00,3,0.4317,,
3292.2200000000003,3293.94, He always lived in the tent.,SPEAKER_00,5,0.3899,,
3293.94,3297.54," And he said, I eat what my soldiers eat.",SPEAKER_00,5,0.4467,,
3297.54,3299.46, I dress the way my soldiers dress.,SPEAKER_00,5,0.5542,,
3299.46,3301.38, I live the way my soldiers live.,SPEAKER_00,5,0.6723,,
3301.38,3303.1400000000003, We are the same.,SPEAKER_00,1,0.2848,,
3303.1400000000003,3305.34, So he had no interest in the wealth.,SPEAKER_00,2,0.4397,,
3305.34,3309.82," And Jamalqa, he had sided before with Wang Han,",SPEAKER_00,4,0.2514,,
3309.82,3312.2200000000003, which was very advantageous because they had more,SPEAKER_00,3,0.3424,,
3312.2200000000003,3315.06," trade goods and wealthier people and all,",SPEAKER_00,5,0.6028,,
3315.06,3319.06," but he just didn't have the temperament, I think,",SPEAKER_00,3,0.468,,
3319.06,3323.1800000000003, that was gonna be helpful for Genghis Khan's continued rise.,SPEAKER_00,3,0.3527,,
3323.1800000000003,3324.6200000000003, That is one of the powerful things,SPEAKER_00,5,0.4703,,
3324.6200000000003,3326.6200000000003, about the Genghis Khan stories.,SPEAKER_01,4,0.3696,,
3326.6200000000003,3327.94, He came from nothing.,SPEAKER_01,1,0.6563,,
3327.94,3329.7000000000003, From absolute nothing.,SPEAKER_00,1,0.8078,,
3329.7000000000003,3333.2200000000003," And he didn't, from what I see and understand,",SPEAKER_01,2,0.3877,,
3333.2200000000003,3336.42, become sort of corrupted by the riches or change.,SPEAKER_01,2,0.4191,,
3336.42,3339.9800000000005, He fundamentally remained the same person,SPEAKER_01,1,0.3408,,
3339.9800000000005,3342.5000000000005, who does not have value for material things.,SPEAKER_01,2,0.3645,,
3342.5000000000005,3345.1800000000003, He changed and matured in various ways over life,SPEAKER_00,5,0.5417,,
3345.1800000000003,3347.7000000000003," as we all do or we hope we do,",SPEAKER_00,5,0.5565,,
3347.7000000000003,3350.9800000000005, but he never became avaricious in any way.,SPEAKER_00,3,0.4284,,
3350.9800000000005,3352.3, He was never greedy.,SPEAKER_00,5,0.3526,,
3352.3,3353.38, He was never acquisitive.,SPEAKER_00,1,0.4431,,
3353.38,3355.2200000000003, He kept the simple life.,SPEAKER_00,4,0.398,,
3355.2200000000003,3357.7000000000003, And part of the simple life for him meant,SPEAKER_00,5,0.4516,,
3357.7000000000003,3360.34, that no one was allowed to write about him.,SPEAKER_00,1,0.4511,,
3360.34,3362.6600000000003, No one was allowed to make his likeness.,SPEAKER_00,1,0.458,,
3362.7,3364.54, They couldn't paint a picture of him.,SPEAKER_00,1,0.5207,,
3364.54,3367.58, They couldn't make a statue of him.,SPEAKER_00,1,0.4861,,
3367.58,3369.86, No building could be built dedicated to him.,SPEAKER_00,1,0.569,,
3369.86,3373.54," No palace, no tomb, no temple of any sort.",SPEAKER_00,1,0.5639,,
3373.54,3375.38," Not even at the point of death,",SPEAKER_00,1,0.5686,,
3375.38,3377.7, the simplest gravestone.,SPEAKER_00,5,0.5342,,
3377.7,3379.34," Nothing, nothing.",SPEAKER_00,1,0.7709,,
3379.34,3382.06," It's fascinating that a kid, like a boy,",SPEAKER_01,4,0.4285,,
3382.06,3383.62," that doesn't know the world,",SPEAKER_01,2,0.3413,,
3383.62,3386.34, would have the intelligence to understand,SPEAKER_01,3,0.4108,,
3386.34,3387.58, how corrupting that is.,SPEAKER_01,1,0.4403,,
3387.58,3390.86," Like the moment somebody builds a statue of you,",SPEAKER_01,5,0.5529,,
3390.86,3394.3," it's like a slippery slope towards becoming,",SPEAKER_01,3,0.4195,,
3394.3,3395.9," not seeing the world clearly,",SPEAKER_01,2,0.4135,,
3395.9,3400.1," not seeing, surrounding yourself with sick of hands",SPEAKER_01,1,0.5395,,
3400.1,3403.02," that don't tell you the information,",SPEAKER_01,1,0.3405,,
3403.02,3405.6200000000003, not being able to select the right people,SPEAKER_01,2,0.413,,
3405.6200000000003,3409.3, to lead the armies or to lead the territories,SPEAKER_01,5,0.2883,,
3409.3,3410.34, that you conquer.,SPEAKER_01,5,0.6599,,
3410.34,3413.1400000000003, So it's interesting that he had that foresight,SPEAKER_01,3,0.5002,,
3413.1400000000003,3417.46," of don't record, don't worship.",SPEAKER_01,1,0.8288,,
3417.46,3419.38, That's because that's a dangerous road,SPEAKER_01,1,0.428,,
3419.38,3420.5, to go down for a leader.,SPEAKER_01,2,0.3183,,
3420.5,3424.82," And it's very hard to explain how he stuck to that,",SPEAKER_00,2,0.4667,,
3424.82,3426.02, how he got it.,SPEAKER_00,5,0.6375,,
3426.02,3428.18, You're so easily corrupted by power.,SPEAKER_00,2,0.3014,,
3430.66,3435.66, And yet he maintained this very fierce attitude,SPEAKER_00,4,0.4569,,
3435.94,3439.86," towards his relationship was with the people around him,",SPEAKER_00,4,0.4588,,
3439.86,3444.3," his guard mostly, or his private part of the army",SPEAKER_00,3,0.3921,,
3444.3,3446.98," that went with him, the central part of the army.",SPEAKER_00,4,0.3016,,
3446.98,3448.86," That was his relationship, his family.",SPEAKER_00,3,0.3314,,
3448.86,3450.6200000000003, He had four wives.,SPEAKER_00,4,0.2513,,
3450.6200000000003,3452.98, This was what was important to him.,SPEAKER_00,5,0.6771,,
3452.98,3456.1," And in fact, no portrait was painted until 1278.",SPEAKER_00,1,0.4503,,
3456.1,3458.86," Well, by then he'd already been dead for 51 years.",SPEAKER_00,2,0.2977,,
3458.86,3463.86, And then no statue until the 21st century.,SPEAKER_00,1,0.4521,,
3466.1400000000003,3466.98, Just incredible.,SPEAKER_01,5,0.8672,,
3466.98,3469.9, But let's go to the document,SPEAKER_01,3,0.3779,,
3469.9,3472.7000000000003," that you referenced several times, the Secret History.",SPEAKER_01,5,0.6457,,
3473.6600000000003,3476.06, The Secret History is a very unusual document,SPEAKER_00,4,0.3698,,
3476.3,3478.86, and I happen to love it very much.,SPEAKER_00,5,0.8106,,
3478.86,3481.22," But I said, Chinggis Khan allowed nothing",SPEAKER_00,1,0.3941,,
3481.22,3484.14, to be written about him in his lifetime.,SPEAKER_00,4,0.4176,,
3484.14,3485.82, The people couldn't take notes.,SPEAKER_00,2,0.3401,,
3485.82,3489.18," Even the army was, he, Chinggis Khan",SPEAKER_00,5,0.4211,,
3489.18,3491.22, ordered the invention of the alphabet,SPEAKER_00,5,0.4417,,
3491.22,3492.22, for the Mongol people.,SPEAKER_00,5,0.3696,,
3492.22,3494.86, And it was adapted from the Uyghur people.,SPEAKER_00,5,0.3751,,
3494.86,3498.5," And so to this day, it's often called the Uyghur alphabet,",SPEAKER_00,5,0.2869,,
3498.5,3499.9, the Uyghur alphabet.,SPEAKER_00,5,0.3251,,
3499.9,3502.14, So he had ordered that and he'd ordered his children,SPEAKER_00,3,0.389,,
3502.14,3503.5, to learn to read and write.,SPEAKER_00,5,0.443,,
3503.5,3507.22," And some did, I think most did not, but some did.",SPEAKER_00,3,0.563,,
3507.22,3510.86," But one of the things he did with every campaign,",SPEAKER_00,4,0.4094,,
3510.86,3515.38," even the one at the market when he rescued Bertha,",SPEAKER_00,5,0.6073,,
3515.38,3519.74, was he always adopted one orphan.,SPEAKER_00,1,0.3237,,
3521.14,3524.7, And that child became a full member,SPEAKER_00,5,0.498,,
3524.7,3527.06, of the Mongol nation in his household.,SPEAKER_00,4,0.4073,,
3527.06,3529.7," His mother, Erlun, would raise the child.",SPEAKER_00,4,0.4098,,
3529.7000000000003,3533.6600000000003, So she eventually had a whole household full of boys,SPEAKER_00,3,0.435,,
3533.6600000000003,3536.86," of different tribes, but they all became",SPEAKER_00,3,0.3239,,
3536.86,3539.94, very high-ranking members of the government.,SPEAKER_00,5,0.6002,,
3539.94,3542.82, And one was the Tatar boy who turned out,SPEAKER_00,1,0.3433,,
3542.82,3545.0200000000004," not to be so great as a soldier,",SPEAKER_00,2,0.417,,
3545.9800000000005,3547.9800000000005, but he could read and write.,SPEAKER_00,3,0.476,,
3547.9800000000005,3548.82, He was the best.,SPEAKER_00,5,0.7685,,
3548.82,3551.9," And later eventually he became the Supreme Judge,",SPEAKER_00,5,0.385,,
3551.9,3554.1800000000003," appointed by Chinggis Khan, of course.",SPEAKER_00,3,0.3051,,
3554.1800000000003,3556.4600000000005," And so when Chinggis Khan died,",SPEAKER_00,3,0.2735,,
3556.4600000000005,3558.38, he recognized it was important,SPEAKER_00,5,0.4198,,
3558.38,3559.86, not just to write down the law.,SPEAKER_00,3,0.3467,,
3559.86,3561.94, That's all Chinggis Khan allowed to be written,SPEAKER_00,1,0.4051,,
3561.94,3563.9," in blue books, only the law.",SPEAKER_00,1,0.2498,,
3563.9,3567.5," Nothing about him or campaigns or military, anything.",SPEAKER_00,1,0.5707,,
3567.5,3569.86, But Shigihutuq was his name.,SPEAKER_00,3,0.3722,,
3569.86,3573.38," Shigihutuq realized that this was gonna be lost,",SPEAKER_00,1,0.3975,,
3573.38,3576.26, that this is a great historic thing that has happened.,SPEAKER_00,5,0.7711,,
3576.26,3577.9, So he compiled the work.,SPEAKER_00,3,0.4606,,
3577.9,3580.02," Part of it, I don't know, other people contributed,",SPEAKER_00,3,0.3393,,
3580.02,3582.7000000000003," helped him, but it's a little bit unclear.",SPEAKER_00,4,0.5631,,
3582.7000000000003,3584.5," Mongols, they don't specify that.",SPEAKER_00,3,0.3112,,
3584.5,3587.1400000000003, They always tell you exactly where something happens.,SPEAKER_00,5,0.5501,,
3587.14,3590.5, So we know exactly where it happened in Mongolia.,SPEAKER_00,4,0.2998,,
3590.5,3592.7, You can still go to that spot where he wrote it.,SPEAKER_00,5,0.2987,,
3592.7,3595.3, That's very important to the Mongols.,SPEAKER_00,4,0.26,,
3595.3,3597.14, And we also know it's the year of the mouse.,SPEAKER_00,5,0.5952,,
3597.14,3601.12," So it was 1228, Chinggis Khan had died in 27.",SPEAKER_00,3,0.3213,,
3602.02,3604.62," So he wrote down, it begins with what we would say",SPEAKER_00,2,0.3419,,
3604.62,3607.1, are the myths.,SPEAKER_00,5,0.4309,,
3607.1,3608.26," Although I'm not sure they're myths,",SPEAKER_00,3,0.487,,
3608.26,3609.46, but the origins of the myths.,SPEAKER_00,3,0.3979,,
3609.46,3612.46, It begins with the marriage of a gray-blue wolf,SPEAKER_00,4,0.397,,
3612.46,3614.58, with a tawny deer.,SPEAKER_00,4,0.3336,,
3614.58,3616.74," Then some people say, well, that's some kind of myth.",SPEAKER_00,3,0.4691,,
3617.14,3619.38," It's totemic, and Mongols mostly,",SPEAKER_00,3,0.3181,,
3619.38,3621.54," they look at me, I asked them about this.",SPEAKER_00,1,0.2414,,
3621.54,3622.56," They said, what?",SPEAKER_00,1,0.3975,,
